Unnamed: 0,"name Audemars Piguet Royal Oak Offshore Chronograph 
'25th Anniversary'",price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition
645,"Audemars Piguet Royal Oak Selfwinding
15400st.oo.1220st.01 Audemars Piguet Royal Oak Offshore Chronograph
26470ST.OO.A801CR.01","$33,613",Audemars Piguet,Royal Oak Selfwinding,15400st.oo.1220st.01,unknown,unknown,unknown,2013,Good,Men's watch/Unisex,41 mm,unknown
647,"Audemars Piguet Royal Oak Offshore Chronograph
25940OK.OO.D002CA.01 Audemars Piguet Royal Oak Offshore Chronograph
26400IO.OO.A004CA.02","$28,606",Audemars Piguet,Royal Oak Offshore Chronograph,25940OK.OO.D002CA.01,unknown,unknown,unknown,2012,Good,Men's watch/Unisex,42 mm,unknown
649,"Audemars Piguet Royal Oak Chronograph
26022OR.OO.D088CR.01 Audemars Piguet Royal Oak
15500ST Ruthenium 2020 FACTORY STICKERED BNIB","$34,042",Audemars Piguet,Royal Oak Chronograph,26022OR.OO.D088CR.01,unknown,unknown,unknown,Unknown,Fair,Men's watch/Unisex,39 mm,unknown
651,"Audemars Piguet Royal Oak Offshore Chronograph
Gommino Audemars Piguet Jules Audemars
26100BC","$24,905",Audemars Piguet,Royal Oak Offshore Chronograph,25940SK.OO.D002CA.02,unknown,unknown,unknown,2004,Very good,Men's watch/Unisex,42 mm,unknown
653,"Audemars Piguet [Re]master01
26595SR.OO.A032VE.01 Audemars Piguet Royal Oak
Pictet & Cie Ltd 100 pieces","$40,693",Audemars Piguet,unknown,26595SR.OO.A032VE.01,unknown,unknown,unknown,2022,Very good,Men's watch/Unisex,40 mm,unknown
655,"Audemars Piguet Royal Oak Chronograph
Ref. 26315OR Rose Gold 2021 Audemars Piguet Royal Oak Selfwinding
37mm White 15450ST.OO.1256ST.01","$109,031",Audemars Piguet,Royal Oak Chronograph,26315OR.OO.1256OR.01,unknown,unknown,unknown,2021,New,Men's watch/Unisex,38 mm,unknown
657,"Audemars Piguet Royal Oak
Royal Oak 37mm 50th Anni bicolor Ref. 15550SR.OO.1356SR.01 Audemars Piguet Royal Oak Selfwinding
41 mm black dial Ref. 15400OR.OO.D002CR.01 B+P","$47,974",Audemars Piguet,Royal Oak,15550SR.OO.1356SR.01,Automatic,unknown,unknown,Unknown,Unworn,Men's watch/Unisex,36 mm,unknown
659,"Audemars Piguet Code 11.59
41mm Code 11.59 Weißgold/Roségold Ref. 15210CR.OO.A009CR.01 B+P Audemars Piguet Royal Oak Chronograph
26320ST","$25,766",Audemars Piguet,Code 11.59,15210CR.OO.A009CR.01,Automatic,White gold,Textile,Unknown,Unworn,Men's watch/Unisex,41 mm,unknown
661,"Audemars Piguet Royal Oak Offshore Chronograph
26020ST.OO.D001IN.01.A Audemars Piguet Royal Oak Chronograph
26331ST Black Dial 41mm LIKE NEW 2021","$23,746",Audemars Piguet,Royal Oak Offshore Chronograph,26020ST.OO.D001IN.01.A,unknown,unknown,unknown,2011,Very good,Men's watch/Unisex,42 mm,unknown
663,"Audemars Piguet Royal Oak Offshore
Alinghi America's Cup Audemars Piguet Royal Oak
15500ST","$33,627",Audemars Piguet,Royal Oak Offshore,unknown,Automatic,Titanium,unknown,2003,Very good,Men's watch/Unisex,42 mm,unknown
665,"Audemars Piguet Royal Oak Offshore Chronograph
•in Stock•Royal Oak Offshore•Chronograph•UNWORN• Audemars Piguet Royal Oak Selfwinding
•in Stock•Royal Oak•Full Set•y2009•","$45,793",Audemars Piguet,Royal Oak Offshore Chronograph,26400IO.OO.A004CA.01,unknown,unknown,unknown,2021,Unworn,Men's watch/Unisex,44 mm,unknown
667,"Audemars Piguet Royal Oak Jumbo
15202OR.OO.1240OR.01 Audemars Piguet Royal Oak
14840BC.ZZ.0789BC.04","$160,121",Audemars Piguet,Royal Oak Jumbo,15202OR.OO.1240OR.01,unknown,unknown,unknown,2018,Very good,Men's watch/Unisex,39 mm,unknown
669,"Audemars Piguet Royal Oak Audemars Piguet Royal Oak Tourbillon
I No. 45 of 45 I Ref 26512 ST I Special Limited Edition I Full Set","$24,044",Audemars Piguet,Royal Oak,unknown,unknown,unknown,unknown,Unknown,Very good,Women's watch,33 mm,unknown
671,"Audemars Piguet Royal Oak Jumbo
5402ST B series Audemars Piguet Royal Oak Jumbo
14802 ST Royal Oak Jubilee I 1 of 700 I tropical dial I unpolished I crazy Full Set","$89,520",Audemars Piguet,Royal Oak Jumbo,5402ST,unknown,unknown,unknown,1976 (Approximation),Very good,Men's watch/Unisex,39 mm,unknown
673,"Audemars Piguet Royal Oak Offshore Lady
26231ST.ZZ.D027CA.01 Audemars Piguet Royal Oak
14790ST","$44,340",Audemars Piguet,Royal Oak Offshore Lady,26231ST.ZZ.D027CA.01,Automatic,Steel,Rubber,2019,Very good,Women's watch,37 mm,unknown
675,"Audemars Piguet Royal Oak Selfwinding
15300ST.OO.1220ST.03 Audemars Piguet Royal Oak Selfwinding
15400ST.OO.1220ST.03","$56,799",Audemars Piguet,Royal Oak Selfwinding,15300ST.OO.1220ST.03,Automatic,Steel,Steel,2007,Very good,Men's watch/Unisex,39 mm,unknown
677,"Audemars Piguet Royal Oak
15500st Audemars Piguet
winding cover jewels watch A.P.",Price on request,Audemars Piguet,Royal Oak,15500ST.OO.1220ST.01,unknown,unknown,unknown,Unknown,Very good,Men's watch/Unisex,41 mm,unknown
679,"Audemars Piguet
Hexagon Lady's watch A.P. Audemars Piguet Royal Oak Selfwinding
white Dial 2020 41mm","$19,533",Audemars Piguet,unknown,unknown,unknown,unknown,unknown,Unknown,Very good,Women's watch,unknown,unknown
681,"Audemars Piguet Royal Oak
fullset 2019 blue dial 41mm Audemars Piguet Royal Oak
Foundation Time For The Trees","$51,046",Audemars Piguet,Royal Oak,15500ST.OO.1220ST.01,unknown,unknown,unknown,2019 (Approximation),Good,Men's watch/Unisex,41 mm,unknown
683,"Audemars Piguet
Drop Baguette Ruby watch A.P. Audemars Piguet Royal Oak Selfwinding
15400ST.OO.1220ST.02","$29,507",Audemars Piguet,unknown,unknown,unknown,unknown,unknown,Unknown,Very good,Women's watch,unknown,unknown
685,"Audemars Piguet Royal Oak Offshore Chronograph
26470ST.OO.A028CR.01 Audemars Piguet Royal Oak Offshore Chronograph
26470OR.OO.A125CR.01","$27,641",Audemars Piguet,Royal Oak Offshore Chronograph,26470ST.OO.A028CR.01,unknown,unknown,unknown,2018,Very good,Men's watch/Unisex,42 mm,unknown
687,"Audemars Piguet Royal Oak Selfwinding
15400ST.OO.1220ST.03 Audemars Piguet Royal Oak Dual Time
Power Reserve 18k Royal Oak Gold Mens","$48,631",Audemars Piguet,Royal Oak Selfwinding,15400ST.OO.1220ST.03,unknown,unknown,unknown,Unknown,Good,Men's watch/Unisex,41 mm,unknown
689,"Audemars Piguet Royal Oak Selfwinding
15400or.oo.d002cr.01 Audemars Piguet Royal Oak Lady
67650SR.OO.1261SR.01","$47,801",Audemars Piguet,Royal Oak Selfwinding,15400or.oo.d002cr.01,unknown,unknown,unknown,2016,Good,Men's watch/Unisex,41 mm,unknown
691,"Audemars Piguet Royal Oak Selfwinding
15400st.oo.1220st.01 Audemars Piguet Royal Oak Offshore Diver
15710ST.OO.A010CA.01","$40,049",Audemars Piguet,Royal Oak Selfwinding,15400st.oo.1220st.01,unknown,unknown,unknown,2016,Good,Men's watch/Unisex,41 mm,unknown
693,"Audemars Piguet
Ovale Audemars Piguet Royal Oak Chronograph
Selfwinding Chronograph 38mm",Price on request,Audemars Piguet,unknown,unknown,unknown,unknown,unknown,1970 (Approximation),Good,Men's watch/Unisex,unknown,unknown
695,"Audemars Piguet Royal Oak Double Balance Wheel Openworked
15412BC.ZZ.1220BC.01 Audemars Piguet Royal Oak Offshore Chronograph
Summer Edition","$326,585",Audemars Piguet,Royal Oak Double Balance Wheel Openworked,15412BC.ZZ.1220BC.01,unknown,unknown,unknown,2021,New,Men's watch/Unisex,41 mm,unknown
697,"Audemars Piguet Royal Oak Perpetual Calendar
Blue Ceramic Audemars Piguet Royal Oak Chronograph
50th Anniversary ""50th Dial","$676,745",Audemars Piguet,Royal Oak Perpetual Calendar,26579CS.OO.1225CS.01,unknown,unknown,unknown,2022,New,Men's watch/Unisex,41 mm,unknown
699,"Audemars Piguet Royal Oak Chronograph
Frosted Purple | 26331BC.GG.1224BC.01 Audemars Piguet Royal Oak Jumbo
Bruno Mars Magic Gold Tour Edition 15202BA.OO.1240BA.02.93",Price on request,Audemars Piguet,Royal Oak Chronograph,26331BC.GG.1224BC.01,unknown,unknown,unknown,Unknown,Unworn,Men's watch/Unisex,41 mm,unknown
701,"Audemars Piguet Royal Oak Offshore Chronograph
Michael Schumacher 26568OM.OO.A004CA.01 Audemars Piguet Royal Oak Offshore
Selfwinding - Music Edition 77600TI.OO.A343CA.01",Price on request,Audemars Piguet,Royal Oak Offshore Chronograph,26568OM.OO.A004CA.01,unknown,unknown,unknown,Unknown,Good,Men's watch/Unisex,44 mm,unknown
703,"Audemars Piguet Royal Oak Concept
GMT Tourbillon Titanium & Black Ceramic - 26560IO Audemars Piguet Royal Oak Tourbillon
Chronograph in Titanium 26347TI",Price on request,Audemars Piguet,Royal Oak Concept,26560IO.OO.D002CA.01,unknown,unknown,unknown,Unknown,Very good,Men's watch/Unisex,unknown,unknown
705,"Audemars Piguet Royal Oak Double Balance Wheel Openworked
OPENWORK ROSE GOLD - REF 15407OR.OO.1220OR. Audemars Piguet Royal Oak Chronograph
ref 26331ST.OO.1220ST.01","$257,500",Audemars Piguet,Royal Oak Double Balance Wheel Openworked,15407OR.OO.1220OR.01,Automatic,Rose gold,Rose gold,2023,New,Men's watch/Unisex,41 mm,unknown
707,"Audemars Piguet Royal Oak Chronograph
Selfwinding Chronograph ""50th Anniversary"" Audemars Piguet Royal Oak Perpetual Calendar
WHITE CERAMIC - REF 26579CB.OO.1225CB.01","$95,000",Audemars Piguet,Royal Oak Chronograph,26240OR.OO.D315CR.01,Automatic,Rose gold,unknown,2023,New,Men's watch/Unisex,41 mm,unknown
709,"Audemars Piguet Royal Oak Lady
Stainless Steel with Factory diamonds - ref 15451ST.ZZ.1256ST.01 Audemars Piguet Royal Oak
Stainless Steel with Factory Diamonds - Ref 77451ST.ZZ.1361ST.03","$55,500",Audemars Piguet,Royal Oak Lady,15451ST.ZZ.1256ST.01,Automatic,Steel,Steel,2022,New,Women's watch,37 mm,unknown
711,"Audemars Piguet Royal Oak Chronograph
SELFWINDING CHRONOGRAPH FROSTED GOLD REF - 26239OR.GG.1224OR.01 Audemars Piguet Royal Oak Offshore Chronograph
MICHAEL SCHUMACHER ROSE GOLD - REF 26568OM.OO.A004CA.01","$236,500",Audemars Piguet,Royal Oak Chronograph,26239OR.GG.1224OR.01,Automatic,Rose gold,Rose gold,2022,New,Men's watch/Unisex,41 mm,unknown
713,"Audemars Piguet Jules Audemars
MINUTE REPEATER TOURBILLON CHRONOGRAPH PLATINUM - REF 26050PT.OO.D00 Audemars Piguet Royal Oak
STAINLESS STEEL WITH FACTORY DIAMONDS ""50TH ANNIVERSARY ""","$443,000",Audemars Piguet,Jules Audemars,26050PT.OO.D002CR.01,Manual winding,Platinum,Leather,2008,Unworn,Men's watch/Unisex,43 mm,unknown
715,"Audemars Piguet Royal Oak Chronograph
SELFWINDING CHRONOGRAPH - REF 26715ST.OO.1356ST.01 Audemars Piguet Royal Oak
15413OR.YY.1220OR.01","$65,000",Audemars Piguet,Royal Oak Chronograph,26715ST.OO.1356ST.01,Automatic,Steel,Steel,2022,New,Men's watch/Unisex,38 mm,unknown
717,"Audemars Piguet Royal Oak Offshore Chronograph
Rubens Barrichello Ii Audemars Piguet Royal Oak Offshore Lady
26283ST.OO.D002CA.01",Price on request,Audemars Piguet,Royal Oak Offshore Chronograph,26078IO.OO.D001VS.01,unknown,unknown,unknown,2011,Very good,Men's watch/Unisex,44 x 54 mm,unknown
719,"Audemars Piguet Royal Oak Offshore Chronograph
Rose Gold Ceramic 26401RO.OO.A002CA.01 Audemars Piguet Royal Oak Jumbo
Extra-Thin ’50th Anniversary’16202OR.OO.1240OR.01",Price on request,Audemars Piguet,Royal Oak Offshore Chronograph,26401RO.OO.A002CA.01,Automatic,Rose gold,Rubber,Unknown,Unworn,Men's watch/Unisex,44 mm,unknown
721,"Audemars Piguet Royal Oak Jumbo
Selfwinding Rose Gold 15202OR.OO.1240OR.01 Audemars Piguet Royal Oak Perpetual Calendar
Blue Ceramic 26579CS.OO.1225CS.01",Price on request,Audemars Piguet,Royal Oak Jumbo,15202OR.OO.1240OR.01,Automatic,Rose gold,Rose gold,Unknown,Unworn,Men's watch/Unisex,39 mm,unknown
723,"Audemars Piguet Royal Oak Offshore Chronograph
""Michael Schumacher"" Titanium 26568IM.OO.A004CA.01 Audemars Piguet Royal Oak Chronograph
41mm Frosted 18kt White Gold 26331BC.GG.1224BC.01",Price on request,Audemars Piguet,Royal Oak Offshore Chronograph,26568IM.OO.A004CA.01,Automatic,Titanium,Rubber,Unknown,Unworn,Men's watch/Unisex,44 mm,unknown
725,"Audemars Piguet Royal Oak Concept
Laptimer Michael Schumacher 26221FT in Carbon Audemars Piguet Royal Oak Lady
Frosted Gold - Rose Gold 15454OR","$167,500",Audemars Piguet,Royal Oak Concept,26221FT.OO.D002CA.01,unknown,unknown,unknown,Unknown,Unworn,Men's watch/Unisex,unknown,unknown
727,"Audemars Piguet Royal Oak Offshore Chronograph
T3 25863TI.OO.A001CU.01 Audemars Piguet Huitième
14593OR","$25,000",Audemars Piguet,Royal Oak Offshore Chronograph,25863TI.OO.A001CU.01,unknown,unknown,unknown,2004 (Approximation),Very good,Men's watch/Unisex,48 mm,unknown
729,"Audemars Piguet Royal Oak Lady
66270BA Audemars Piguet Huitième
25644","$11,362",Audemars Piguet,Royal Oak Lady,66270BA,unknown,unknown,unknown,Unknown,Very good,Women's watch,unknown,unknown
731,"Audemars Piguet Royal Oak Offshore Diver
15703ST.OO.A002CA.01 Audemars Piguet Royal Oak Offshore Chronograph
26400AU.OO.A002CA.01","$22,327",Audemars Piguet,Royal Oak Offshore Diver,15703ST.OO.A002CA.01,Automatic,Steel,Rubber,2018,Very good,Men's watch/Unisex,42 x 55 mm,unknown
733,"Audemars Piguet Royal Oak Offshore Chronograph
Team Alinghi Audemars Piguet Royal Oak Offshore Chronograph
26400IO.OO.A004CA.01","$26,386",Audemars Piguet,Royal Oak Offshore Chronograph,26062FS.OO.A002CA.01,Automatic,Carbon,Rubber,Unknown,Very good,Men's watch/Unisex,44 mm,unknown
735,"Audemars Piguet Royal Oak Lady
6007BA Audemars Piguet Royal Oak Offshore Chronograph
44mm 18kt Rose Gold 26401RO.OO.A087CA.01","$14,346",Audemars Piguet,Royal Oak Lady,6007BA,unknown,unknown,unknown,1980,Very good,Women's watch,26 mm,unknown
737,"Audemars Piguet Royal Oak Offshore Chronograph
26405CE.OO.A056CA.01 Audemars Piguet Royal Oak
14470SA",Price on request,Audemars Piguet,Royal Oak Offshore Chronograph,26405CE.OO.A056CA.01,Automatic,Ceramic,Rubber,Unknown,Unworn,Men's watch/Unisex,44 mm,unknown
739,"Audemars Piguet Royal Oak Chronograph
41mm Frosted 18kt White Gold 26331BC.GG.1224BC.02 Audemars Piguet Royal Oak Tourbillon
26530ST.OO.1220ST.01 2022 UNWORN FULLY STICKERED Blue Dial",Price on request,Audemars Piguet,Royal Oak Chronograph,26331BC.GG.1224BC.02,Automatic,White gold,White gold,Unknown,Unworn,Men's watch/Unisex,41 mm,unknown
741,"Audemars Piguet Royal Oak Chronograph
26022BC.OO.D002CR.01 Audemars Piguet Royal Oak Offshore
Alinghi Cup NOS","$52,794",Audemars Piguet,Royal Oak Chronograph,26022BC.OO.D002CR.01,unknown,unknown,unknown,2007,Very good,Men's watch/Unisex,39 mm,unknown
743,"Audemars Piguet Royal Oak Selfwinding
15450ST.OO.1256ST.02 Audemars Piguet Royal Oak
56023SA","$49,351",Audemars Piguet,Royal Oak Selfwinding,15450ST.OO.1256ST.02,unknown,unknown,unknown,2021,Very good,unknown,37 mm,unknown
745,"Audemars Piguet Royal Oak Jumbo
5402ST Audemars Piguet Royal Oak
14790ST","$206,585",Audemars Piguet,Royal Oak Jumbo,5402ST,unknown,unknown,unknown,1975,Fair,Men's watch/Unisex,39 mm,unknown
747,"Audemars Piguet Royal Oak
56023BA Audemars Piguet Royal Oak Offshore Chronograph
18k Clad + Service/Archive","$34,431",Audemars Piguet,Royal Oak,56023BA,unknown,unknown,unknown,1982,Very good,Men's watch/Unisex,36 mm,unknown
749,"Audemars Piguet Royal Oak Jumbo
Extra-Thin Skeleton '50th Anniversary' 16204OR.OO.1240OR.01 Audemars Piguet Royal Oak Selfwinding
Stainless Steel 15400ST.OO.12200ST.04","$425,952",Audemars Piguet,Royal Oak Jumbo,16204OR.OO.1240OR.01,Automatic,Rose gold,Rose gold,Unknown,Unworn,Men's watch/Unisex,39 mm,unknown
751,"Audemars Piguet Royal Oak Selfwinding
Automatic 41mm Boutique Edition 15400ST.OO.1220ST.03 Audemars Piguet Royal Oak
Open-Worked Rainbow Diamond Set Frosted 18kt White Gold 15468BC.YG.1259BC.01","$69,821",Audemars Piguet,Royal Oak Selfwinding,15400ST.OO.1220ST.03,Automatic,Steel,Steel,Unknown,Unworn,Men's watch/Unisex,41 mm,unknown
753,"Audemars Piguet Royal Oak Concept
GMT Tourbillon 26560IO.OO.D002CA.01 Audemars Piguet Royal Oak Lady
Diamond Automatic Watch 15451OR.ZZ.1256OR.01","$167,583",Audemars Piguet,Royal Oak Concept,26560IO.OO.D002CA.01,Automatic,Titanium,Rubber,Unknown,Unworn,Men's watch/Unisex,44 mm,unknown
755,"Audemars Piguet Royal Oak Selfwinding
Stainless Steel 15500ST.OO.1220ST.02 Audemars Piguet Royal Oak Perpetual Calendar
41mm White Ceramic 26579CB.OO.1225CB.01","$48,873",Audemars Piguet,Royal Oak Selfwinding,15500ST.OO.1220ST.02,Automatic,Steel,Steel,Unknown,Unworn,Men's watch/Unisex,41 mm,unknown
757,"Audemars Piguet Royal Oak Concept
GMT Tourbillon 26580IO.OO.D010CA.01 Audemars Piguet Royal Oak Concept
'Black Panther' Flying Tourbillon 26620IO.OO.D077CA.01","$206,688",Audemars Piguet,Royal Oak Concept,26580IO.OO.D010CA.01,Manual winding,Titanium,Rubber,Unknown,Unworn,Men's watch/Unisex,44 mm,unknown
759,"Audemars Piguet Royal Oak Offshore Tourbillon Chronograph
""25th Anniversary"" 26421OR.OO.A002CA.01 Audemars Piguet Royal Oak Double Balance Wheel Openworked
Diamond Set 15412BC.ZZ.1220BC.01","$530,696",Audemars Piguet,Royal Oak Offshore Tourbillon Chronograph,26421OR.OO.A002CA.01,Manual winding,Rose gold,Rubber,Unknown,Unworn,Men's watch/Unisex,45 mm,unknown
761,"Audemars Piguet Royal Oak Dual Time
39mm 26120ST.OO.1220ST.02 Audemars Piguet Royal Oak Lady
Diamond Automatic Watch 15451OR.ZZ.1256OR.01","$44,684",Audemars Piguet,Royal Oak Dual Time,26120ST.OO.1220ST.02,Automatic,Steel,Steel,Unknown,Unworn,Men's watch/Unisex,39 mm,unknown
763,"Audemars Piguet Royal Oak Lady
Diamond Bezel Audemars Piguet Royal Oak Offshore Chronograph
'LeBron James' 26210OI.OO.A109CR.01",Price on request,Audemars Piguet,Royal Oak Lady,67651ST.ZZ.1261ST.01,unknown,unknown,unknown,2022,New,Women's watch,33 mm,unknown
765,"Audemars Piguet Royal Oak Selfwinding
Black Dial Audemars Piguet Royal Oak Offshore
Scuba Bartorelli 125th Royal Oak",Price on request,Audemars Piguet,Royal Oak Selfwinding,15500ST.OO.1220ST.03,unknown,unknown,unknown,2022,New,Men's watch/Unisex,41 mm,unknown
767,"Audemars Piguet Royal Oak Lady
Quarts Audemars Piguet Royal Oak Lady
18K white gold Diamond set Royal Oak Lady watch",Price on request,Audemars Piguet,Royal Oak Lady,67651OR.ZZ.1261OR.02,unknown,unknown,unknown,2023,New,Women's watch,33 mm,unknown
769,"Audemars Piguet Royal Oak
rettangolare acc/oro – Logo Arabo/Oman - Khanjar – ref. 6005SA Audemars Piguet Huitième
Chronograph stainless steel - ST25644",Price on request,Audemars Piguet,Royal Oak,6005SA.0.0477SA.01,Quartz,Gold/Steel,Gold/Steel,1980 (Approximation),Very good,Men's watch/Unisex,32 mm,unknown
771,"Audemars Piguet Royal Oak Chronograph
CITY OF SAILS REF. 25860IS Audemars Piguet Royal Oak Lady
67651SR.ZZ.1261SR.01",Price on request,Audemars Piguet,Royal Oak Chronograph,25860IS.O.1110IS.01,Automatic,Titanium,Titanium,2000 (Approximation),Very good,Men's watch/Unisex,unknown,unknown
773,"Audemars Piguet Royal Oak Offshore Chronograph
26470ST “Havana” 42mm Audemars Piguet Royal Oak
Steel Blue dial",Price on request,Audemars Piguet,Royal Oak Offshore Chronograph,26470ST.OO.A099CR.01,Automatic,Steel,Crocodile skin,Unknown,Unworn,Men's watch/Unisex,42 mm,unknown
775,"Audemars Piguet Royal Oak Chronograph
Selfwinding Chronograph “50th Anniversary” Audemars Piguet Royal Oak Double Balance Wheel Openworked
15407OR.OO.1220OR.01",Price on request,Audemars Piguet,Royal Oak Chronograph,26240ST.OO.1320ST.04,unknown,unknown,unknown,2022,Very good,Men's watch/Unisex,41 mm,unknown
777,"Audemars Piguet Royal Oak Selfwinding
41mm Audemars Piguet Royal Oak Jumbo
15202ST.OO.1240ST.01","$51,531",Audemars Piguet,Royal Oak Selfwinding,15500ST.OO.1220ST.04,Automatic,Steel,Steel,2022,Unworn,Men's watch/Unisex,41 mm,unknown
779,"Audemars Piguet Royal Oak Offshore Chronograph
26470OR.OO.1000OR.01 Audemars Piguet Royal Oak Offshore
Arnold Schwarzenegger Limited Edition Diamond Fixing",Price on request,Audemars Piguet,Royal Oak Offshore Chronograph,26470OR.OO.1000OR.01,unknown,unknown,unknown,2014,Very good,Men's watch/Unisex,42 mm,unknown
781,"Audemars Piguet Royal Oak Chronograph
41mm Audemars Piguet Royal Oak Offshore Chronograph
Michael Schumacher Limited Edition","$61,733",Audemars Piguet,Royal Oak Chronograph,26320OR.OO.D088CR.01,unknown,unknown,unknown,2015,Very good,Men's watch/Unisex,41 mm,unknown
783,"Audemars Piguet Royal Oak Offshore Diver
Green 42mm Audemars Piguet Royal Oak Offshore Chronograph
Limited Edition 500pcs","$38,162",Audemars Piguet,Royal Oak Offshore Diver,15720ST.OO.A052CA.01,unknown,unknown,unknown,2022,New,Men's watch/Unisex,42 mm,unknown
785,"Audemars Piguet Royal Oak Offshore Chronograph
Ceramic 44mm Audemars Piguet Royal Oak Offshore Chronograph
Chrono 43mm","$126,273",Audemars Piguet,Royal Oak Offshore Chronograph,26402CB.OO.A010CA.01,unknown,unknown,unknown,2015,New,Men's watch/Unisex,44 mm,unknown
787,"Audemars Piguet Royal Oak Offshore Chronograph
42mm Audemars Piguet Royal Oak Offshore Diver
Blue 42mm","$28,061",Audemars Piguet,Royal Oak Offshore Chronograph,26170ST.OO.D101CR.02,unknown,unknown,unknown,2011,Very good,Men's watch/Unisex,42 mm,unknown
789,"Audemars Piguet Royal Oak Offshore Diver
42mm Audemars Piguet Royal Oak Lady
Quartz 33mm","$63,136",Audemars Piguet,Royal Oak Offshore Diver,15711OI.OO.A006CA.01,unknown,unknown,unknown,2019,Unworn,Men's watch/Unisex,42 mm,unknown
791,"Audemars Piguet Royal Oak Perpetual Calendar
Moonphase 41mm Audemars Piguet Jules Audemars
Metropolis Platinum Edition 39mm","$370,681",Audemars Piguet,Royal Oak Perpetual Calendar,26579CB.OO.1225CB.01,unknown,unknown,unknown,2021,New,Men's watch/Unisex,41 mm,unknown
793,"Audemars Piguet Royal Oak Offshore Chronograph
44mm Audemars Piguet Royal Oak Selfwinding
15510ST.OO.1320ST.10","$43,494",Audemars Piguet,Royal Oak Offshore Chronograph,26400SO.OO.A054CA.01,unknown,unknown,unknown,2015,New,Men's watch/Unisex,44 mm,unknown
795,"Audemars Piguet Code 11.59
Selfwinding Chronograph 41mm Audemars Piguet Royal Oak Offshore Diver
Limited Edition 42mm","$37,882",Audemars Piguet,Code 11.59,26393BC.OO.A002KB.01,unknown,unknown,unknown,2021,Good,Men's watch/Unisex,41 mm,unknown
797,"Audemars Piguet Royal Oak Chronograph
Green Dial Limited Edition 41mm Audemars Piguet Royal Oak Offshore Chronograph
42mm","$370,681",Audemars Piguet,Royal Oak Chronograph,26331BA.OO.1220BA.02,unknown,unknown,unknown,2021,New,Men's watch/Unisex,41 mm,unknown
799,"Audemars Piguet Royal Oak Offshore Chronograph
26470ST.OO.A101CR.01 Audemars Piguet
Classic Ultrathin 18k Yellow Gold Service/Warranty","$35,076",Audemars Piguet,Royal Oak Offshore Chronograph,26470ST.OO.A101CR.01,unknown,unknown,unknown,2018,Unworn,Men's watch/Unisex,42 mm,unknown
801,"Audemars Piguet Jules Audemars
25859BC Audemars Piguet Jules Audemars
Big Size ""Canapè"" oro bianco Automatic winding",Price on request,Audemars Piguet,Jules Audemars,unknown,Automatic,White gold,unknown,2002 (Approximation),Very good,Men's watch/Unisex,unknown,unknown
803,"Audemars Piguet Royal Oak
15551ST.ZZ.1356ST.06 Audemars Piguet Royal Oak
Grey Dial",Price on request,Audemars Piguet,Royal Oak,15551ST.ZZ.1356ST.06,unknown,unknown,unknown,2023,New,Men's watch/Unisex,37 mm,unknown
805,"Audemars Piguet Royal Oak Chronograph
SELFWINDING CHRONOGRAPH Audemars Piguet
1970s Ref.5369 Gerald Genta Tonneau Serviced / Warranty",Price on request,Audemars Piguet,Royal Oak Chronograph,26331ST.OO.1220ST.03,unknown,unknown,unknown,2022,New,Men's watch/Unisex,41 mm,unknown
807,"Audemars Piguet Royal Oak Chronograph
26331ST.OO.1220ST.02 Audemars Piguet Royal Oak
15510OR.OO.1320OR.04",Price on request,Audemars Piguet,Royal Oak Chronograph,26331ST.OO.1220ST.02,unknown,unknown,unknown,2021,New,Men's watch/Unisex,41 mm,unknown
809,"Audemars Piguet Royal Oak Jumbo
50th Anniversary Audemars Piguet Royal Oak
15503BC.OO.1220BC.01","$122,000",Audemars Piguet,Royal Oak Jumbo,16202ST.OO.1240ST.01,Automatic,Steel,Steel,2022,New,Men's watch/Unisex,39 mm,unknown
811,"Audemars Piguet Royal Oak Selfwinding
15300OR.OO.D088CR.02 Audemars Piguet Royal Oak Concept
Flying Tourbillon Gmt","$75,000",Audemars Piguet,Royal Oak Selfwinding,15300OR.OO.D088CR.02,Automatic,Rose gold,Rose gold,2017,Very good,Men's watch/Unisex,39 mm,unknown
813,"Audemars Piguet Royal Oak Offshore Diver
42mm Diver Audemars Piguet Royal Oak Lady
15451OR.ZZ.1256OR.01","$32,000",Audemars Piguet,Royal Oak Offshore Diver,15720ST.OO.A052CA.01,Automatic,Steel,Rubber,2022,Very good,Men's watch/Unisex,42 mm,unknown
815,"Audemars Piguet Code 11.59
Selfwinding Chronograph 41mm Audemars Piguet Royal Oak Chronograph
Black Dial Chronograph 41mm","$47,000",Audemars Piguet,Code 11.59,unknown,Automatic,Ceramic,Rubber,2022,Very good,Men's watch/Unisex,41 mm,unknown
817,"Audemars Piguet Royal Oak Chronograph
26239BC.OO.1220BC.01 Audemars Piguet Royal Oak Chronograph
26331IP.OO.1220IP.01","$128,000",Audemars Piguet,Royal Oak Chronograph,26239BC.OO.1220BC.01,Automatic,White gold,White gold,2021,Very good,Men's watch/Unisex,41 mm,unknown
819,"Audemars Piguet Royal Oak Chronograph
Selfwinding Chronograph 41mm Audemars Piguet Royal Oak
15500ST.OO.1220ST.01","$170,000",Audemars Piguet,Royal Oak Chronograph,26239OR.OO.1220OR.01,Automatic,Rose gold,Rose gold,2021,New,Men's watch/Unisex,41 mm,unknown
